sNoPlace,nLongitude,nLatitude,nPositionCentreLongitude,nPositionCentreLatitude,sStatut,sGenre,sType,sAutreTete,sNomRue,nSupVelo,sTypeExploitation,nTarifHoraire,sLocalisation,nTarifMax
B420,-73.576457870618569000,45.499362016143593000,-73.576462044519559000,45.499324918923328000,1,NORMAL,Double,B421,Maisonneuve,1,Régulier Payez-Partez,400,S,
B421,-73.576457870618569000,45.499362016143593000,-73.576412905830253000,45.499374838592296000,1,NORMAL,Double,B420,Maisonneuve,1,Régulier Payez-Partez,400,S,
B422,-73.576365856320493000,45.499456471289335000,-73.576366385236298000,45.499422098454048000,1,NORMAL,Double,B423,Maisonneuve,1,Régulier Payez-Partez,400,S,
B423,-73.576365856320493000,45.499456471289335000,-73.576321125133745000,45.499468077699369000,1,NORMAL,Double,B422,Maisonneuve,1,Régulier Payez-Partez,400,S,
B424,-73.576120144297775000,45.499706791806020000,-73.576124864436409000,45.499674895120741000,1,NORMAL,Double,B425,Maisonneuve,1,Régulier Payez-Partez,400,S,
B425,-73.576120144297775000,45.499706791806020000,-73.576080737488652000,45.499720719734860000,1,NORMAL,Double,B424,Maisonneuve,1,Régulier Payez-Partez,400,S,
B426,-73.576032744539418000,45.499798553070384000,-73.576036610469359000,45.499766544331600000,1,NORMAL,Double,B427,Maisonneuve,1,Régulier Payez-Partez,400,S,
B427,-73.576032744539418000,45.499798553070384000,-73.575993306091277000,45.499811514550714000,1,NORMAL,Double,B426,Maisonneuve,1,Régulier Payez-Partez,400,S,
B428,-73.575947397923557000,45.499885327768155000,-73.575950001644273000,45.499856484754005000,1,NORMAL,Double,B429,Maisonneuve,1,Régulier Payez-Partez,400,S,
B429,-73.575947397923557000,45.499885327768155000,-73.575906697128346000,45.499901454939668000,1,NORMAL,Double,B428,Maisonneuve,1,Régulier Payez-Partez,400,S,
B430,-73.575853193565820000,45.499983413793778000,-73.575860754881290000,45.499949164218499000,1,NORMAL,Double,B431,Maisonneuve,0,Régulier Payez-Partez,400,S,
B431,-73.575853193565820000,45.499983413793778000,-73.575814812556772000,45.499996873477613000,1,NORMAL,Double,B430,Maisonneuve,0,Régulier Payez-Partez,400,S,
B432,-73.575766588816805000,45.500073227184039000,-73.575772514608360000,45.500040798111527000,1,NORMAL,Double,B433,Maisonneuve,1,Régulier Payez-Partez,400,S,
B433,-73.575766588816805000,45.500073227184039000,-73.575727258594924000,45.500087794476890000,1,NORMAL,Double,B432,Maisonneuve,1,Régulier Payez-Partez,400,S,
B434,-73.575676824246003000,45.500167653275383000,-73.575682002506341000,45.500134790824880000,1,NORMAL,Double,B435,Maisonneuve,1,Régulier Payez-Partez,400,S,
B435,-73.575676824246003000,45.500167653275383000,-73.575638493686014000,45.500179972624025000,1,NORMAL,Double,B434,Maisonneuve,1,Régulier Payez-Partez,400,S,
B455,-73.574408758831410000,45.501306261963556000,-73.574351809214917000,45.501313679349117000,1,NORMAL,Simple,,Maisonneuve,1,Régulier Payez-Partez,400,S,
B456,-73.574311386678318000,45.501405594238570000,-73.574303019868864000,45.501363386348387000,1,NORMAL,Double,B457,Maisonneuve,1,Régulier Payez-Partez,400,S,
B457,-73.574311386678318000,45.501405594238570000,-73.574253194366378000,45.501414148880833000,1,NORMAL,Double,B456,Maisonneuve,1,Régulier Payez-Partez,400,S,
B458,-73.574236645546080000,45.501481306039395000,-73.574203368774491000,45.501464911390279000,1,NORMAL,Simple,,Maisonneuve,0,Régulier Payez-Partez,400,S,
B460,-73.582246682164410000,45.495671973218386000,-73.582309825483407000,45.495654091629191000,1,NORMAL,Double,B461,Saint-Mathieu,0,Régulier Payez-Partez,400,S,
B461,-73.582246682164410000,45.495671973218386000,-73.582259726299256000,45.495624743168165000,1,NORMAL,Double,B460,Saint-Mathieu,0,Régulier Payez-Partez,400,S,
B463,-73.582124976600184000,45.495601126063207000,-73.582150828175415000,45.495560949685562000,1,NORMAL,Simple,,Saint-Mathieu,1,Régulier Payez-Partez,400,S,
B475,-73.581152824830752000,45.495032651354435000,-73.581220977960598000,45.495021678802466000,1,NORMAL,Double,B476,Saint-Mathieu,1,Régulier Payez-Partez,400,S,
B476,-73.581152824830752000,45.495032651354435000,-73.581156168792845000,45.494983711641474000,1,NORMAL,Double,B475,Saint-Mathieu,1,Régulier Payez-Partez,400,S,
B477,-73.581026215627077000,45.494957613229772000,-73.581093623151474000,45.494947070438059000,1,NORMAL,Double,B478,Saint-Mathieu,1,Régulier Payez-Partez,400,S,
B478,-73.581026215627077000,45.494957613229772000,-73.581032839555803000,45.494911461418752000,1,NORMAL,Double,B477,Saint-Mathieu,1,Régulier Payez-Partez,400,S,
B486,-73.581589680535899000,45.496427098668065000,-73.581541626961339000,45.496434185001888000,1,NORMAL,Simple,,Guy,0,Régulier Payez-Partez,400,S,
B487,-73.581452974804066000,45.496380395337923000,-73.581471665690401000,45.496410961558020000,1,NORMAL,Double,B488,Guy,0,Régulier Payez-Partez,400,S,
B488,-73.581452974804066000,45.496380395337923000,-73.581401704477045000,45.496387738071192000,1,NORMAL,Double,B487,Guy,0,Régulier Payez-Partez,400,S,
B489,-73.581328838156068000,45.496339466301663000,-73.581331021417398000,45.496365622121850000,1,NORMAL,Simple,,Guy,0,Régulier Payez-Partez,400,S,
B490,-73.581244634093466000,45.496309914943673000,-73.581263119541887000,45.496343082108915000,1,NORMAL,Double,B491,Guy,0,Régulier Payez-Partez,400,S,
B491,-73.581244634093466000,45.496309914943673000,-73.581191858015444000,45.496320343503847000,1,NORMAL,Double,B490,Guy,0,Régulier Payez-Partez,400,S,
B492,-73.581106431940157000,45.496263230259025000,-73.581123347981801000,45.496297601491960000,1,NORMAL,Double,B493,Guy,0,Régulier Payez-Partez,400,S,
B493,-73.581106431940157000,45.496263230259025000,-73.581054838003382000,45.496274859438877000,1,NORMAL,Double,B492,Guy,0,Régulier Payez-Partez,400,S,
B494,-73.581032147925228000,45.496238083537719000,-73.580984983748763000,45.496251671088622000,1,NORMAL,Simple,,Guy,0,Régulier Payez-Partez,400,S,
B495,-73.580921081198795000,45.496199827569612000,-73.580914493961714000,45.496229454365483000,1,NORMAL,Simple,,Guy,0,Régulier Payez-Partez,400,S,
B496,-73.580851533305022000,45.496177065449238000,-73.580851681691527000,45.496208603516564000,1,NORMAL,Simple,,Guy,0,Régulier Payez-Partez,400,S,
B498,-73.580697702698657000,45.496125240689317000,-73.580654202484453000,45.496141480394876000,1,NORMAL,Simple,,Guy,0,Régulier Payez-Partez,400,S,
B499,-73.580568116911678000,45.496081671723729000,-73.580585410111979000,45.496118644191100000,1,NORMAL,Double,B500,Guy,1,Régulier Payez-Partez,400,S,
B500,-73.580568116911678000,45.496081671723729000,-73.580515161268323000,45.496094430930412000,1,NORMAL,Double,B499,Guy,1,Régulier Payez-Partez,400,S,
B501,-73.580198020988505000,45.495954631205443000,-73.580207567113433000,45.495990808176884000,1,NORMAL,Double,B502,Guy,1,Régulier Payez-Partez,400,S,
B502,-73.580198020988505000,45.495954631205443000,-73.580143137751648000,45.495967899128729000,1,NORMAL,Double,B501,Guy,1,Régulier Payez-Partez,400,S,
B503,-73.580072228648447000,45.495905821919621000,-73.580079076828369000,45.495944484651119000,1,NORMAL,Simple,,Guy,0,Régulier Payez-Partez,400,S,
B506,-73.579852098156366000,45.495835365418507000,-73.579863850246369000,45.495858361427530000,1,NORMAL,Double,B507,Guy,0,Régulier Payez-Partez,400,S,
B507,-73.579852098156366000,45.495835365418507000,-73.579806333837198000,45.495834772244699000,1,NORMAL,Double,B506,Guy,0,Régulier Payez-Partez,400,S,
B508,-73.579711668578966000,45.495773409693918000,-73.579733343417558000,45.495802514522659000,1,NORMAL,Double,B509,Guy,0,Régulier Payez-Partez,400,S,
B509,-73.579711668578966000,45.495773409693918000,-73.579663961867269000,45.495772432848021000,1,NORMAL,Double,B508,Guy,0,Régulier Payez-Partez,400,S,
B510,-73.579579292371932000,45.495715981015174000,-73.579595132636399000,45.495742742214475000,1,NORMAL,Double,B511,Guy,1,Régulier Payez-Partez,400,S,
B511,-73.579579292371932000,45.495715981015174000,-73.579531444320281000,45.495713285801521000,1,NORMAL,Double,B510,Guy,1,Régulier Payez-Partez,400,S,
B524,-73.580675464987351000,45.496325473347305000,-73.580695984840560000,45.496295360535619000,1,NORMAL,Simple,,Guy,0,Régulier Payez-Partez,400,S,
B526,-73.580526162214781000,45.496252776013904000,-73.580532861509383000,45.496239822379486000,1,NORMAL,Simple,,Guy,0,Régulier Payez-Partez,400,S,
B529,-73.580318573200685000,45.496198430659298000,-73.580292862211309000,45.496160883283764000,1,NORMAL,Simple,,Guy,0,Régulier Payez-Partez,400,S,
B530,-73.580164250323833000,45.496146367972088000,-73.580215299673156000,45.496133707885591000,1,NORMAL,Double,B531,Guy,0,Régulier Payez-Partez,400,S,
B531,-73.580164250323833000,45.496146367972088000,-73.580144396462273000,45.496109916070786000,1,NORMAL,Double,B530,Guy,0,Régulier Payez-Partez,400,S,
B543,-73.581678438921344000,45.497400009569702000,-73.581647856800871000,45.497415058048070000,1,NORMAL,Simple,,Simpson,1,Régulier Payez-Partez,400,S,
B544,-73.581565499156113000,45.497349699008922000,-73.581581340795182000,45.497385383071759000,1,NORMAL,Simple,,Simpson,0,Régulier Payez-Partez,400,S,
B545,-73.581499086856908000,45.497319709620065000,-73.581515195068391000,45.497355301574004000,1,NORMAL,Double,B546,Simpson,0,Régulier Payez-Partez,400,S,
B546,-73.581499086856908000,45.497319709620065000,-73.581449133345288000,45.497325128954166000,1,NORMAL,Double,B545,Simpson,0,Régulier Payez-Partez,400,S,
B547,-73.581363012260894000,45.497259580067428000,-73.581379692332533000,45.497293900585987000,1,NORMAL,Simple,,Simpson,1,Régulier Payez-Partez,400,S,
B549,-73.581755789967815000,45.497579338120183000,-73.581815392365627000,45.497565190503252000,1,NORMAL,Double,B550,Simpson,0,Régulier Payez-Partez,400,S,
B550,-73.581755789967815000,45.497579338120183000,-73.581748846727194000,45.497535108621882000,1,NORMAL,Double,B549,Simpson,0,Régulier Payez-Partez,400,S,
B551,-73.581670503683995000,45.497540129940390000,-73.581684966811338000,45.497505830713628000,1,NORMAL,Simple,,Simpson,0,Régulier Payez-Partez,400,S,
B553,-73.581508934405321000,45.497467151020736000,-73.581562743559744000,45.497449143749925000,1,NORMAL,Double,B554,Simpson,0,Régulier Payez-Partez,400,S,
B554,-73.581508934405321000,45.497467151020736000,-73.581506304519863000,45.497423787909462000,1,NORMAL,Double,B553,Simpson,0,Régulier Payez-Partez,400,S,
B555,-73.581381972471632000,45.497408958652493000,-73.581441897627272000,45.497394578352591000,1,NORMAL,Double,B556,Simpson,0,Régulier Payez-Partez,400,S,
B556,-73.581381972471632000,45.497408958652493000,-73.581377462748605000,45.497365399374772000,1,NORMAL,Double,B555,Simpson,0,Régulier Payez-Partez,400,S,
B557,-73.581255804221470000,45.497350846563876000,-73.581315271304348000,45.497337217008081000,1,NORMAL,Simple,,Simpson,0,Régulier Payez-Partez,400,S,
B559,-73.580573595876416000,45.497471657117252000,-73.580534663959710000,45.497472424864213000,1,NORMAL,Simple,,Mackay,0,Régulier Payez-Partez,400,S,
B560,-73.580457927364975000,45.497414732820317000,-73.580474733281164000,45.497444580289688000,1,NORMAL,Simple,,Mackay,0,Régulier Payez-Partez,400,S,
B561,-73.580410722269889000,45.497364690274431000,-73.580409910958835000,45.497413045004969000,1,NORMAL,Double,B562,Mackay,0,Régulier Payez-Partez,400,S,
B562,-73.580410722269889000,45.497364690274431000,-73.580349315028897000,45.497383565743320000,1,NORMAL,Double,B561,Mackay,0,Régulier Payez-Partez,400,S,
B565,-73.580187676005139000,45.497257108750830000,-73.580188068069219000,45.497305120542251000,1,NORMAL,Double,B566,Mackay,1,Régulier Payez-Partez,400,S,
B566,-73.580187676005139000,45.497257108750830000,-73.580125511718592000,45.497274687318033000,1,NORMAL,Double,B565,Mackay,1,Régulier Payez-Partez,400,S,
B568,-73.579971200555292000,45.497153778451704000,-73.579970886301396000,45.497200517460904000,1,NORMAL,Double,B569,Mackay,1,Régulier Payez-Partez,400,S,
B569,-73.579971200555292000,45.497153778451704000,-73.579906984704849000,45.497169429544407000,1,NORMAL,Double,B568,Mackay,1,Régulier Payez-Partez,400,S,
B570,-73.579839653984479000,45.497091169341665000,-73.579840940352284000,45.497137299111429000,1,NORMAL,Double,B571,Mackay,0,Régulier Payez-Partez,400,S,
B571,-73.579839653984479000,45.497091169341665000,-73.579776894534945000,45.497107078649712000,1,NORMAL,Double,B570,Mackay,0,Régulier Payez-Partez,400,S,
B572,-73.579708376581635000,45.497028685869786000,-73.579710338970926000,45.497074895416105000,1,NORMAL,Double,B573,Mackay,0,Régulier Payez-Partez,400,S,
B573,-73.579708376581635000,45.497028685869786000,-73.579646034482039000,45.497044129505596000,1,NORMAL,Double,B572,Mackay,0,Régulier Payez-Partez,400,S,
B575,-73.579533311603384000,45.496946058239494000,-73.579510042516603000,45.496979623306863000,1,NORMAL,Simple,,Mackay,0,Régulier Payez-Partez,400,S,
B576,-73.579446295080317000,45.496903016263893000,-73.579448779286707000,45.496950563708921000,1,NORMAL,Double,B577,Mackay,0,Régulier Payez-Partez,400,S,
B577,-73.579446295080317000,45.496903016263893000,-73.579382529585601000,45.496919138757050000,1,NORMAL,Double,B576,Mackay,0,Régulier Payez-Partez,400,S,
B578,-73.579315682431087000,45.496839488057297000,-73.579316279958192000,45.496887713767464000,1,NORMAL,Double,B579,Mackay,0,Régulier Payez-Partez,400,S,
B579,-73.579315682431087000,45.496839488057297000,-73.579251862214193000,45.496855440722328000,1,NORMAL,Double,B578,Mackay,0,Régulier Payez-Partez,400,S,
B580,-73.579184786905131000,45.496776770051504000,-73.579185254964429000,45.496823845950047000,1,NORMAL,Simple,,Mackay,0,Régulier Payez-Partez,400,S,
B581,-73.579117795572955000,45.496744505452170000,-73.579118647789002000,45.496792251137812000,1,NORMAL,Simple,,Mackay,0,Régulier Payez-Partez,400,S,
B582,-73.579051644059234000,45.496713126020637000,-73.579055796070975000,45.496762437642779000,1,NORMAL,Double,B583,Mackay,0,Régulier Payez-Partez,400,S,
B583,-73.579051644059234000,45.496713126020637000,-73.578996801035700000,45.496732431670679000,1,NORMAL,Double,B582,Mackay,0,Régulier Payez-Partez,400,S,
B584,-73.580468282616863000,45.497567402573736000,-73.580520068385113000,45.497559666707218000,1,NORMAL,Double,B585,Mackay,0,Régulier Payez-Partez,400,S,
B585,-73.580468282616863000,45.497567402573736000,-73.580454777062002000,45.497527580684185000,1,NORMAL,Double,B584,Mackay,0,Régulier Payez-Partez,400,S,
B586,-73.580320754820079000,45.497496931644626000,-73.580380513638872000,45.497491085425757000,1,NORMAL,Double,B587,Mackay,0,Régulier Payez-Partez,400,S,
B587,-73.580320754820079000,45.497496931644626000,-73.580311488800461000,45.497457164477055000,1,NORMAL,Double,B586,Mackay,0,Régulier Payez-Partez,400,S,
B588,-73.580201203730312000,45.497439596603336000,-73.580246337880951000,45.497425147216717000,1,NORMAL,Simple,,Mackay,0,Régulier Payez-Partez,400,S,
B589,-73.580137696407789000,45.497409487404120000,-73.580183952073526000,45.497393113549123000,1,NORMAL,Simple,,Mackay,0,Régulier Payez-Partez,400,S,
B592,-73.579956302758930000,45.497322617603807000,-73.580003723463733000,45.497302266177229000,1,NORMAL,Simple,,Mackay,0,Régulier Payez-Partez,400,S,
B593,-73.579875111177799000,45.497283829435332000,-73.579935643366241000,45.497269973677945000,1,NORMAL,Double,B594,Mackay,0,Régulier Payez-Partez,400,S,
B594,-73.579875111177799000,45.497283829435332000,-73.579872376064955000,45.497239963966756000,1,NORMAL,Double,B593,Mackay,0,Régulier Payez-Partez,400,S,
B597,-73.579599458724758000,45.497152148425812000,-73.579654395117458000,45.497135491677732000,1,NORMAL,Double,B598,Mackay,1,Régulier Payez-Partez,400,S,
B598,-73.579599458724758000,45.497152148425812000,-73.579594876905389000,45.497107260000718000,1,NORMAL,Double,B597,Mackay,1,Régulier Payez-Partez,400,S,
B599,-73.579472444776300000,45.497091461400466000,-73.579530973992277000,45.497075472058462000,1,NORMAL,Double,B600,Mackay,1,Régulier Payez-Partez,400,S,
B600,-73.579472444776300000,45.497091461400466000,-73.579467166489977000,45.497045205677928000,1,NORMAL,Double,B599,Mackay,1,Régulier Payez-Partez,400,S,
B601,-73.579408682822716000,45.497061702910408000,-73.579403359056130000,45.497014939261589000,1,NORMAL,Simple,,Mackay,0,Régulier Payez-Partez,400,S,
B602,-73.579281758873847000,45.497001033606395000,-73.579339551690637000,45.496984672809383000,1,NORMAL,Simple,,Mackay,1,Régulier Payez-Partez,400,S,
B603,-73.579218303108988000,45.496970491932814000,-73.579218303108988000,45.496970491932814000,1,NORMAL,Double,B604,Mackay,1,Régulier Payez-Partez,400,S,
B604,-73.579218303108988000,45.496970491932814000,-73.579218303108988000,45.496970491932814000,1,NORMAL,Double,B603,Mackay,1,Régulier Payez-Partez,400,S,
B610,-73.580963367330142000,45.498171486862489000,-73.580905105573237000,45.498182780168626000,1,NORMAL,Simple,,Redpath,1,Régulier Payez-Partez,400,S,
B611,-73.580831760537848000,45.498128055378196000,-73.580842981443610000,45.498152733701481000,1,NORMAL,Simple,,Redpath,0,Régulier Payez-Partez,400,S,
B612,-73.580810602339582000,45.498117930878365000,-73.580780857379921000,45.498122687200301000,1,NORMAL,Simple,,Redpath,1,Régulier Payez-Partez,400,S,
B613,-73.580743793895920000,45.498086207994284000,-73.580714083977583000,45.498091845094322000,1,NORMAL,Simple,,Redpath,1,Régulier Payez-Partez,400,S,
B614,-73.580676985527390000,45.498054485070028000,-73.580656186625433000,45.498063842730836000,1,NORMAL,Simple,,Redpath,1,Régulier Payez-Partez,400,S,
B622,-73.580796055448289000,45.498235116301601000,-73.580790092436217000,45.498192268741512000,1,NORMAL,Simple,,Redpath,1,Régulier Payez-Partez,400,S,
B623,-73.580667207030018000,45.498173730035546000,-73.580729064672241000,45.498162752448366000,1,NORMAL,Double,B624,Redpath,1,Régulier Payez-Partez,400,S,
B624,-73.580667207030018000,45.498173730035546000,-73.580661401882267000,45.498131507262322000,1,NORMAL,Double,B623,Redpath,1,Régulier Payez-Partez,400,S,
B703,-73.578884389336011000,45.498630566013432000,-73.578882072199505000,45.498681686316964000,1,NORMAL,Double,B704,Crescent,0,Régulier Payez-Partez,400,S,
B704,-73.578884389336011000,45.498630566013432000,-73.578821616241527000,45.498652452311575000,1,NORMAL,Double,B703,Crescent,0,Régulier Payez-Partez,400,S,
B706,-73.578719283774475000,45.498553860250944000,-73.578712361513766000,45.498600543359814000,1,NORMAL,Double,B707,Crescent,0,Régulier Payez-Partez,400,S,
B707,-73.578719283774475000,45.498553860250944000,-73.578654578357742000,45.498571679362541000,1,NORMAL,Double,B706,Crescent,0,Régulier Payez-Partez,400,S,
B708,-73.578635856783066000,45.498544054878472000,-73.578589553489394000,45.498539515669194000,1,NORMAL,Simple,,Crescent,0,Régulier Payez-Partez,400,S,
B709,-73.578526005980095000,45.498460940437312000,-73.578526092874284000,45.498508828416682000,1,NORMAL,Double,B710,Crescent,0,Régulier Payez-Partez,400,S,
B710,-73.578526005980095000,45.498460940437312000,-73.578459431293524000,45.498477313315995000,1,NORMAL,Double,B709,Crescent,0,Régulier Payez-Partez,400,S,
B711,-73.578419885894164000,45.498409902212572000,-73.578397127457123000,45.498447760741300000,1,NORMAL,Simple,,Crescent,0,Régulier Payez-Partez,400,S,
B712,-73.578339183934446000,45.498397147226861000,-73.578332618429741000,45.498417641275452000,1,NORMAL,Simple,,Crescent,0,Régulier Payez-Partez,400,S,
B713,-73.578267811889447000,45.498336426285235000,-73.578267364951174000,45.498384606473429000,1,NORMAL,Double,B714,Crescent,0,Régulier Payez-Partez,400,S,
B714,-73.578267811889447000,45.498336426285235000,-73.578202553485454000,45.498353095528138000,1,NORMAL,Double,B713,Crescent,0,Régulier Payez-Partez,400,S,
B715,-73.578139374093936000,45.498274065056357000,-73.578138228261196000,45.498322159870341000,1,NORMAL,Double,B716,Crescent,0,Régulier Payez-Partez,400,S,
B716,-73.578139374093936000,45.498274065056357000,-73.578074902670082000,45.498290533633089000,1,NORMAL,Double,B715,Crescent,0,Régulier Payez-Partez,400,S,
B717,-73.578010706388056000,45.498211793823771000,-73.578009437039682000,45.498260919635463000,1,NORMAL,Double,B718,Crescent,0,Régulier Payez-Partez,400,S,
B718,-73.578010706388056000,45.498211793823771000,-73.577944433002003000,45.498229485395221000,1,NORMAL,Double,B717,Crescent,0,Régulier Payez-Partez,400,S,
B726,-73.579020235126620000,45.498880464721523000,-73.579082340380111000,45.498863982172409000,1,HANDICAPÉ,Double,B727,Crescent,0,Régulier Payez-Partez,400,S,
B727,-73.579020235126620000,45.498880464721523000,-73.579018061291563000,45.498833314436013000,1,HANDICAPÉ,Double,B726,Crescent,0,Régulier Payez-Partez,400,S,
B728,-73.578893712135383000,45.498819283798817000,-73.578955348334588000,45.498803152781328000,1,NORMAL,Double,B729,Crescent,0,Régulier Payez-Partez,400,S,
B729,-73.578893712135383000,45.498819283798817000,-73.578895084468542000,45.498775300145226000,1,NORMAL,Double,B728,Crescent,0,Régulier Payez-Partez,400,S,
B731,-73.578690766365725000,45.498721970709312000,-73.578748188566379000,45.498704267386650000,1,NORMAL,Double,B732,Crescent,0,Régulier Payez-Partez,400,S,
B732,-73.578690766365725000,45.498721970709312000,-73.578687999345206000,45.498675162272356000,1,NORMAL,Double,B731,Crescent,0,Régulier Payez-Partez,400,S,
B733,-73.578586451065021000,45.498671831242078000,-73.578623108748474000,45.498643783690930000,1,NORMAL,Simple,,Crescent,0,Régulier Payez-Partez,400,S,
B734,-73.578506096723089000,45.498608672472223000,-73.578554173574176000,45.498610177055809000,1,NORMAL,Double,B735,Crescent,0,Régulier Payez-Partez,400,S,
B735,-73.578506096723089000,45.498608672472223000,-73.578487303144712000,45.498577815265413000,1,NORMAL,Double,B734,Crescent,0,Régulier Payez-Partez,400,S,
B736,-73.578380922751762000,45.498547641043515000,-73.578427113080934000,45.498546520529096000,1,NORMAL,Double,B737,Crescent,0,Régulier Payez-Partez,400,S,
B737,-73.578380922751762000,45.498547641043515000,-73.578361707512684000,45.498515940170357000,1,NORMAL,Double,B736,Crescent,0,Régulier Payez-Partez,400,S,
B738,-73.578232753866018000,45.498503911226329000,-73.578295559652830000,45.498485003604536000,1,NORMAL,Double,B739,Crescent,0,Régulier Payez-Partez,400,S,
B739,-73.578232753866018000,45.498503911226329000,-73.578229193581137000,45.498454621453455000,1,NORMAL,Double,B738,Crescent,0,Régulier Payez-Partez,400,S,
B740,-73.578103920672461000,45.498442711028638000,-73.578162741897003000,45.498421669390027000,1,NORMAL,Double,B741,Crescent,0,Régulier Payez-Partez,400,S,
B741,-73.578103920672461000,45.498442711028638000,-73.578097632448078000,45.498390098926926000,1,NORMAL,Double,B740,Crescent,0,Régulier Payez-Partez,400,S,
B742,-73.577968185096850000,45.498378211933172000,-73.578032902932719000,45.498360275906613000,1,NORMAL,Simple,,Crescent,1,Régulier Payez-Partez,400,S,
B743,-73.577902326957442000,45.498346642180898000,-73.577967301622280000,45.498328552916853000,1,NORMAL,Double,B744,Crescent,1,Régulier Payez-Partez,400,S,
B744,-73.577902326957442000,45.498346642180898000,-73.577901700385624000,45.498296829890066000,1,NORMAL,Double,B743,Crescent,1,Régulier Payez-Partez,400,S,
B745,-73.577789795245593000,45.498264625154874000,-73.577838369157732000,45.498266204509839000,1,NORMAL,Double,B746,Crescent,0,Régulier Payez-Partez,400,S,
B746,-73.577789795245593000,45.498264625154874000,-73.577772087086061000,45.498234152102860000,1,NORMAL,Double,B745,Crescent,0,Régulier Payez-Partez,400,S,
B747,-73.577655012465939000,45.498200106891083000,-73.577705805089437000,45.498202099656297000,1,NORMAL,Simple,,Crescent,0,Régulier Payez-Partez,400,S,
B749,-73.579848191514969000,45.500123588632484000,-73.579798661529693000,45.500137817780811000,1,NORMAL,Simple,,Montagne,0,Régulier Payez-Partez,400,S,
B750,-73.579727389151358000,45.500068351420850000,-73.579738755144945000,45.500108844092082000,1,NORMAL,Double,B751,Montagne,0,Régulier Payez-Partez,400,S,
B751,-73.579727389151358000,45.500068351420850000,-73.579672872700542000,45.500076980014384000,1,NORMAL,Double,B750,Montagne,0,Régulier Payez-Partez,400,S,
B752,-73.579596747745597000,45.500005028116320000,-73.579604804040798000,45.500044058494275000,1,NORMAL,Double,B753,Montagne,0,Régulier Payez-Partez,400,S,
B753,-73.579596747745597000,45.500005028116320000,-73.579540746385177000,45.500013076830747000,1,NORMAL,Double,B752,Montagne,0,Régulier Payez-Partez,400,S,
B754,-73.579466269835137000,45.499941536477856000,-73.579477577114020000,45.499981205896866000,1,NORMAL,Double,B755,Montagne,0,Régulier Payez-Partez,400,S,
B755,-73.579466269835137000,45.499941536477856000,-73.579409852097825000,45.499948450353436000,1,NORMAL,Double,B754,Montagne,0,Régulier Payez-Partez,400,S,
B756,-73.579335710616604000,45.499878128781617000,-73.579344232281770000,45.499916712926442000,1,NORMAL,Double,B757,Montagne,0,Régulier Payez-Partez,400,S,
B757,-73.579335710616604000,45.499878128781617000,-73.579281268575187000,45.499886260074042000,1,NORMAL,Double,B756,Montagne,0,Régulier Payez-Partez,400,S,
B760,-73.579055148453662000,45.499740212493421000,-73.579065427004153000,45.499781866222300000,1,NORMAL,Double,B761,Montagne,0,Régulier Payez-Partez,400,S,
B761,-73.579055148453662000,45.499740212493421000,-73.579000276284830000,45.499750355293642000,1,NORMAL,Double,B760,Montagne,0,Régulier Payez-Partez,400,S,
B765,-73.579511281044972000,45.500129472740156000,-73.579568932935132000,45.500117425247708000,1,NORMAL,Double,B766,Montagne,0,Régulier Payez-Partez,400,S,
B766,-73.579511281044972000,45.500129472740156000,-73.579505656407179000,45.500086821389694000,1,NORMAL,Double,B765,Montagne,0,Régulier Payez-Partez,400,S,
B767,-73.579437179762152000,45.500094061567793000,-73.579442379947764000,45.500056217497324000,1,NORMAL,Simple,,Montagne,0,Régulier Payez-Partez,400,S,
B768,-73.579386667415108000,45.500061242493452000,-73.579384259408400000,45.500028107224381000,1,NORMAL,Simple,,Montagne,0,Régulier Payez-Partez,400,S,
B771,-73.579098126162066000,45.499925010601963000,-73.579150141996791000,45.499916514840805000,1,NORMAL,Double,B772,Montagne,1,Régulier Payez-Partez,400,S,
B772,-73.579098126162066000,45.499925010601963000,-73.579087490869256000,45.499886213012402000,1,NORMAL,Double,B771,Montagne,1,Régulier Payez-Partez,400,S,
B773,-73.579029141278511000,45.499892217214089000,-73.579017340434476000,45.499852283991913000,1,NORMAL,Simple,,Montagne,1,Régulier Payez-Partez,400,S,
B776,-73.578936412338479000,45.500778656261389000,-73.578906712977172000,45.500811645362525000,1,NORMAL,Simple,,Drummond,0,Régulier Payez-Partez,400,S,
B777,-73.578845075460094000,45.500734958331307000,-73.578848560801759000,45.500783541947776000,1,NORMAL,Double,B778,Drummond,0,Régulier Payez-Partez,400,S,
B778,-73.578845075460094000,45.500734958331307000,-73.578784687208909000,45.500752649093471000,1,NORMAL,Double,B777,Drummond,0,Régulier Payez-Partez,400,S,
B779,-73.578724251313929000,45.500676983766660000,-73.578723272599689000,45.500724090690234000,1,NORMAL,Simple,,Drummond,0,Régulier Payez-Partez,400,S,
B781,-73.578603659747429000,45.500629645062851000,-73.578567398707136000,45.500649661958697000,1,NORMAL,Simple,,Drummond,1,Régulier Payez-Partez,400,S,
B782,-73.578495766255486000,45.500576151575686000,-73.578505383191512000,45.500619667478745000,1,NORMAL,Double,B783,Drummond,0,Régulier Payez-Partez,400,S,
B783,-73.578495766255486000,45.500576151575686000,-73.578436500075341000,45.500587801267024000,1,NORMAL,Double,B782,Drummond,0,Régulier Payez-Partez,400,S,
